Created Date,Service Item UUID,Service Item Category,Service Item Name,Duration (HH:MM),eRequest,Default Priority,Tag,Status,,
06 Mar 2025,1780af71-e46f-44f1-b470-4d89dd2f7b06,Cabin Crew,Hanger - Coat,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,1869765c-10f7-4d5f-9339-342f17b1fadf,Cabin Crew,Polish the Chrome - Toilet,00:20,No,Urgent,CABINCREW,Active,,
06 Mar 2025,19ed0e4a-637e-4ed3-ab70-30e683a5af2e,Electrical,Entrance Wall Socket,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,1a685b5f-75a3-4b93-832b-f5a03ccae751,Cabin Crew,Coffee Capsules - complimentary,00:10,No,Urgent,CABINCREW,Active,,
06 Mar 2025,1a6dd145-f491-44c8-9e6f-57f77ff2c605,Building,Corridor Fire Emergency Glass Door Handle Loose,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,1dc1a47d-6974-4d77-8d49-fde3829c501a,Broken/Chipped/Cracked,Broken Bathroom Floor Tiles,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,1e184e87-a12b-47cc-a64b-143760b700bc,Cabin Crew,Shower Curtain,00:15,No,Medium,CABINCREW,Active,,
06 Mar 2025,1ed54981-6f4d-4224-bbb6-6826fadab9da,Cabin Crew,Replenish Toilet Paper,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,1ee5be7a-589c-4cd9-bdd0-672466c012d7,Building,Aircon Vent area to touch up,00:30,No,Medium,FIX-IT,Active,,
06 Mar 2025,1ee639d2-b1e4-4a92-b9a0-fd941b807ab8,Plumbing & Sanitary,Basin Tap Head Loose,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,2018f0fe-3598-4b16-9dee-d4d777d2e851,Pool/Jacuzzi/Pond/Steam Room,Pond Dirty For Vacuuming,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,21621213-22cc-4d3b-aeba-0c1fc6a413d9,Toilet & Room,Toilet Seat Broken,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,2318fdd4-25eb-4637-b3c3-ae4a4462e422,Lights,Hanging Light Fused,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,242c77da-db0a-4bcf-bd1c-31a2f4b77669,Telephone,Telephone For Installation,00:45,No,Urgent,FIX-IT,Active,,
06 Mar 2025,26208b8e-b530-42a9-8f35-3ac37984588b,WiFi,WIFI - Assist guest with connection,00:15,No,Urgent,FIX-IT,Active,,
06 Mar 2025,27170a2a-f33b-4dbb-a807-89b7ec262c33,Mission Control,Stirrer,00:20,Yes,Urgent,MISSIONCONTROL,Active,,
06 Mar 2025,2768da54-676d-434b-af2c-95c5b9643e04,Kitchen,Kitchen Fridge ,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,282444d9-819a-46e4-b11b-d7d53015299a,Toilet & Room,Mouldy / Musty Smell,00:15,No,Medium,CABINCREW,Active,,
06 Mar 2025,2891e469-a5d2-4948-a189-5dd12c987aa8,Cabin Crew,Replenish M fold towel,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,28bd5333-6dbc-4786-bc72-5a2752e22fa3,Toilet,Hand Dryer Defective,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,28e35586-69ff-4080-9afd-e8dfff17dcad,Pipe,Power socket no power,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,2a0697f5-59b0-4f78-bfbd-8096d47f205d,Building,Vanity Shelf Loose,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,2b0df735-f790-49e6-9c73-7bb8ecbfa86b,Lift,Lift aircon Not Functioning,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,2b991b4f-9165-476c-9e5f-6e57ea9102c4,Building,Blinds Faulty,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,2ba703ce-4952-43e0-b0e8-9976a963a1d6,Minibar,Minibar Door Slider / Guide Faulty,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,2c3f881a-10af-49ee-ba29-74ce632fa68f,Telephone,Telephone Sounds Noisy / Scratchy,00:40,No,Urgent,FIX-IT,Active,,
06 Mar 2025,2c98e5f9-020f-4d7f-be01-0c8f19063a23,Electrical,Vanity Mirror Light not Working,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,2cb4ad07-2cc3-4e97-870f-6e3969d21920,Cabin Crew,Guest Lift To Clean,00:30,No,Urgent,CABINCREW,Active,,
06 Mar 2025,2ec018eb-2509-44e6-9cee-7e5d03a54699,Electrical,Purple Colour LED light not working ,00:15,No,Urgent,FIX-IT,Active,,
06 Mar 2025,2f615faa-e4b6-4f95-b574-08f3da77bd9b,Lift,Lift Push Button Broken,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,31293ace-dc26-4b38-9a2e-fa8b3697875b,Kitchen,Kitchen Aircon too Cold / too Warm,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,31cfe798-53f3-4152-be5e-8c2ac9538adc,Pipe,Power socket came off,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,32008b57-e1eb-493a-a7cd-263326f6c0ea,Carpentry & Furniture,Vanity Counter Drawer Not Smooth,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,3449f2c5-0453-4815-8a64-684ebdbbada3,Building,Smart Bed Faulty / Noisy,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,34f32516-21b5-48fe-a287-fc29a0b5bd42,Cabin Crew,Babycot,00:30,No,Urgent,CABINCREW,Active,,
06 Mar 2025,359b29b6-109d-4d1b-a163-49a660db9639,Pool/Jacuzzi/Pond/Steam Room,Steam Room Not Functioning,00:45,No,Urgent,FIX-IT,Active,,
06 Mar 2025,35c072bd-6a05-4014-98f2-ab7f203d5d56,Electrical,Make-up Room Light OOO,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,365e1754-d21b-4fdd-a177-9ca252d45f1a,Aircon,Air con Airflow Not Sufficient,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,3679b236-2122-492e-9631-e28baedec6f0,Cabin Crew,Bathrobe,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,37a72dd6-2be5-4421-9bca-6478e4494a85,Carpentry & Furniture,Bed Frame,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,3824d36e-f6fa-42f4-9423-d1a763b58543,Cabin Crew,Ironing Board,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,386a588c-c991-45c7-ac63-878c87aaf967,Pipe,Sprinkler leaking,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,38ea58d2-e841-4042-aec0-23dbf63cfc90,Carpentry & Furniture,Sofa Bed Wooden Brace,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,39baad71-9699-4f70-8780-d6e42040c05c,Aircon,Air con Noisy,00:30,No,Medium,FIX-IT,Active,,
06 Mar 2025,3afee51c-b516-4e1e-9618-c0e0f1aed6d4,Carpentry & Furniture,Bed Side Table Pull-out Tray,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,3d84203c-5c8d-4f57-9dbf-777f91db01c2,Kitchen,Kitchen under Fridge Gasket to Replace,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,3f32c287-7f95-4877-a11f-e075a16d23c2,Aircon,Air con Issue,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,41050709-f17d-4b19-adb0-5ed504d5c9d5,Minibar,Minibar Door Cannot Close,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,4180a7bc-17a5-4b83-8ec3-d9a8d28218ea,Carpentry & Furniture,Bedside Table,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,41ca2b4f-39f0-4b1d-a321-65944d28b6e3,Kitchen,Kitchen Ceiling Panel Detached,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,4244b7be-0013-4742-8f54-398d05437d57,Broken/Chipped/Cracked,Techno Wall Chipped,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,42ecc259-bc21-4c48-b8d4-614ed452da8d,Toilet,Wash Basin Leaking,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,4464f56d-9b7a-416e-bf09-1a3595c16031,Plumbing & Sanitary,Toilet Bowl Leaking,00:15,No,Urgent,FIX-IT,Active,,
06 Mar 2025,46177083-79fb-4eff-a207-a0fc04826bb8,Luggage,Luggage (Assist to FORCE Open),01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,464a16d6-d149-456c-9349-404da7423ce4,Plumbing & Sanitary,Shower Room Silicon,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,464fcf20-746e-4e76-8cd7-f86ac80599a3,Pool/Jacuzzi/Pond/Steam Room,Pond for Dosing,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,4659945e-d25f-4076-97c5-3928ff8d756f,Kitchen,Kitchen Power Tripped,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,46ae5a68-e3da-4a7f-9856-7995b3308e8e,Cabin Crew,Pillow - Q,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,481c758e-69d2-4b76-963c-95193737b597,Plumbing & Sanitary,Floor Trap Choked,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,481ea487-1145-43c6-ae5c-04fc53743c0a,Aircon/Ventilation,Exhaust Fan Cover to Paint,00:30,No,Medium,FIX-IT,Active,,
06 Mar 2025,482e768f-8c56-4096-ac29-718e5808020e,Kitchen,Kitchen Drainage Backflow Bad Smell,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,483e881e-ad5f-4a10-b7e8-df2e3c2befeb,Building,Vanity Mirror,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,48cba9a1-f1e9-4c13-8d91-7108c9c634cc,Plumbing & Sanitary,Shower No Hot Water,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,4969043d-b03e-43e4-9f5b-ca2489714b03,Toilet,Shower Head Rusty,00:40,No,Urgent,FIX-IT,Active,,
06 Mar 2025,4bde7759-09ac-43fb-99c5-d4786df53f70,Cabin Crew,Bed Rail- To Set up,00:20,No,Medium,CABINCREW,Active,,
06 Mar 2025,4eacb99e-0bcd-4091-9e4a-a95145a6642a,Plumbing & Sanitary,Soap Dispenser,00:15,No,Medium,FIX-IT,Active,,
06 Mar 2025,4ed15480-46de-4786-b918-246abddc0415,Carpentry & Furniture,Foldable Director Chair Screw Loose / Missing,00:15,No,Urgent,FIX-IT,Active,,
06 Mar 2025,5023703a-462f-4263-a20a-cbde03a899bb,Lights,Bunk bed lamp fused,00:30,No,Medium,FIX-IT,Active,,
06 Mar 2025,50aa549a-b250-4869-a832-a810a7b74331,Electrical,Y Logo Light Fused ,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,5188763b-5628-477b-a303-07d495fdd8f4,Kitchen,Kitchen Adjust Burner Flame,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,52af7fb4-ff3f-49b1-a19c-2d26c8b8fa31,F&B Service,Table Chipped,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,52f22ab5-f9b5-4ddb-8df3-c5efcc76f508,Lights,Bluetooth light to switch off,00:30,No,Medium,FIX-IT,Active,,
06 Mar 2025,52f9f847-6502-49f4-8a14-9c5128dfebb1,Mission Control,"2nd / Follow-up WUC - MANUAL CALL Up to 3 Times. No Answer, Alert DM!",00:05,No,Urgent,MISSIONCONTROL,Active,,
06 Mar 2025,53e81702-3d38-4667-b7d5-66bb184b9d79,Toilet & Room,Toilet Flush Button Broken,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,541e8939-01e8-4e31-9e1b-e9300cfc5eaa,Telephone,Telephone OOO,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,54c18b7d-0e16-43a1-966b-1e1c4b09751a,Door,Entrance Door Peephole ,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,56618eee-437d-4c4f-ae08-24de1d72a084,Toilet,Faucet Corroded,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,56ed5e27-3e17-4152-9392-8f0e453b508f,Plumbing & Sanitary,Basin Stopper Jammed,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,57829c90-7222-4f19-b1a2-ee3e05c2dd9d,F&B Service,Ice Bin - Dripping / Leaked,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,580e4087-2e3b-43f7-8240-4148f470d7f1,Mission Control,Coffee Decaf Sachet,00:20,Yes,Urgent,MISSIONCONTROL,Active,,
06 Mar 2025,585eae4d-7b2e-4c0d-9d14-5ff76cdb283c,Pool/Jacuzzi/Pond/Steam Room,Pond Water Low Level,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,5a50c59d-ba06-4930-82fc-57a48c6c549d,Minibar,Minibar Fridge Noisy,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,5a62adb6-0bea-4a44-b84b-785a9a18ae1a,Carpentry & Furniture,Techno / TV Wall Panel - Clothes Hanger Faulty,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,5c504a92-ae9e-492e-ad13-407ed0e0204f,TV & Audio,TV On / Off by Itself,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,5caf649a-4aa9-4d39-beae-887bd9a808a7,Electrical,Corridor Ceiling Light Fused,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,5d631fa8-76e2-4adb-be0f-4f7bd8e09b97,Cabin Crew,Iron,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,5efc0c00-a8c3-4b40-b022-043fe9e22a19,Toilet,Urinal Flushes Non-stop,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,5feb5569-b218-4cee-913e-372b02b6092d,Pipe,Hosereel corroded/rusty,00:40,No,Urgent,FIX-IT,Active,,
06 Mar 2025,606264ea-e59f-436d-a6ce-68ac279fc7aa,Mission Control,Disposable Coffee Cup,00:20,Yes,Urgent,MISSIONCONTROL,Active,,
06 Mar 2025,60a22656-f565-4fed-981b-f4ec118023b7,Building,Shower Glass Door ,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,60f30ead-e13d-4637-a00c-6991cc4822c9,Plumbing & Sanitary,Basin Tap No Hot/Cold Water,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,610a0c0d-707c-4dbf-8757-7c4099c50710,Kitchen,Kitchen Air Vent Rusty,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,612f5036-1960-4efc-bac7-0a926cfd7c47,Cabin Crew,Touch-up Toilet,00:20,No,Urgent,CABINCREW,Active,,
06 Mar 2025,61c71239-5f50-4a65-a1c2-918c23710a2a,Mission Control,Toilet Roll,00:20,Yes,Urgent,MISSIONCONTROL,Active,,
06 Mar 2025,625710eb-ff7b-4bdb-992d-6cf199f6545e,F&B Service,Glass Wall - Broken or Cracked,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,63492f5e-c42f-49e8-a354-03de63e98ca7,Electrical,Door Bell OOO,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,657734ec-98f5-4e0c-b627-6fceb2bde145,Toilet & Room,Toilet Bowl Seat Cover Loose,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,66c8dd5f-70ae-4e33-ac68-0b9f31eb3c57,Aircon,Air con Grill Dirty,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,67563a17-a9f0-4d69-9daa-2a0843041b23,Pipe,Sprinkler burst,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,688753d4-a69a-4f54-b7ba-08cdce6647b3,Cabin Crew,Cubicle wall Dirty to Clean,00:20,No,Urgent,CABINCREW,Active,,
06 Mar 2025,68e3c1ad-e13d-4db1-b11e-60a3a3272363,Building,Glass strip,00:40,No,Urgent,FIX-IT,Active,,
06 Mar 2025,69256351-cd82-4d24-807e-c7b74972d874,Minibar,Minibar Light Fused,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,69656a9f-c9f0-46e3-9bab-ee936e88ddc8,Building,Bathroom Ceiling Leaking,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,6a71489e-477d-413b-b0b4-553426c92653,Toilet,Faucet Dripping,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,6a8bdeff-6383-4106-9de7-7844c8f65f72,Telephone,Telephone Not Working,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,6bca01af-4907-4938-ac3c-13b3d527a954,Plumbing & Sanitary,Rain Showerhead to Replace,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,6c1845bb-3eb0-4ecb-bdbe-c2ed3b21895f,Cabin Crew,Entrance Rug to Vacuum,00:20,No,Urgent,CABINCREW,Active,,
06 Mar 2025,6c715962-1e46-4792-b8de-00d5dc81ccfe,Cabin Crew,Pillow - Firm,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,6ca9d29b-4724-4169-a5dc-8ed1e5fd1dce,Door,Entrance Door for Repainting,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,6dc2276d-b31b-4554-a6b8-471765bb8df5,Painting,Window need painting,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,6dc866d1-0cda-4e9e-9946-854aaba87ef5,Toilet,Faucet Sensor Defective,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,6e9e43d8-2dfc-4c54-866f-b205ec52e943,Cabin Crew,Air Vent Dirty,00:30,No,Urgent,CABINCREW,Active,,
06 Mar 2025,6ed72c1a-ff2b-4c4b-8fbd-a8c506786535,Cabin Crew,Change Bedsheet,00:20,No,Urgent,CABINCREW,Active,,
06 Mar 2025,6feafe3e-ca45-4857-b319-828ea11b8a0c,Aircon,Air con Grill Dropped,00:30,No,Medium,FIX-IT,Active,,
06 Mar 2025,7031d0fc-06dc-4aff-a8fb-25a099691c6e,Electrical,Motion Sensor,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,7144de51-48c2-43dd-bb9d-4ce75e657d8f,Building,Luggage Rack to Touch-up,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,714ed6d0-e74d-49e5-9a3a-c7c3c8074095,Fix It,Smoke Detector,00:15,No,Medium,FIX-IT,Active,,
06 Mar 2025,71711868-5d89-4a49-8f25-c6d2c169a10d,Building,Wall Touch-up,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,72df4eb5-9560-4190-a4d0-00328cbe7659,Plumbing & Sanitary,Shower Area Silicon to Replace,00:40,No,Urgent,FIX-IT,Active,,
06 Mar 2025,7316f146-c3c4-4186-a3ff-b44be7c36d88,Kitchen,Kitchen Wash Basin Choked / Leaking,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,7414a4e0-768c-4cfa-a6f7-96a2d85b754d,Cabin Crew,2nd Floor Main Lobby Area to Clean,00:30,No,Urgent,CABINCREW,Active,,
06 Mar 2025,747e5e3d-471d-490a-9315-888adf600c88,Cabin Crew,Sofa Bed - To Set up,00:30,No,Urgent,CABINCREW,Active,,
06 Mar 2025,7590eca6-bee4-4fb1-80fa-3a81759b57f0,Aircon,Air con Too Cold,00:30,No,Medium,FIX-IT,Active,,
06 Mar 2025,764189ce-adf6-45c9-91cc-6ace9ab9f43e,Mission Control,Coffee Sachet,00:20,Yes,Urgent,MISSIONCONTROL,Active,,
06 Mar 2025,764addb0-df98-475f-9d0d-efdfe61ca3f7,Aircon,Air con Leaking,00:30,No,Medium,FIX-IT,Active,,
06 Mar 2025,7650ea89-9b04-4e48-89c4-cdc79a17cc40,Plumbing & Sanitary,Bidet tap/hose leaking,00:25,No,Urgent,FIX-IT,Active,,
06 Mar 2025,76a0b61c-7e02-4a80-b474-1040b4db071d,Cabin Crew,Hair Conditioner,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,7724a1e4-bf24-4472-8cce-74713a959062,Mission Control,Toothbrush Kit,00:20,Yes,Urgent,MISSIONCONTROL,Active,,
06 Mar 2025,776752fa-db7b-4d5c-89e6-61c82436a372,Pool/Jacuzzi/Pond/Steam Room,Pond Water Overflow,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,77794711-8ec4-4807-ab4a-e784868e8770,Plumbing & Sanitary,Basin Choked,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,7872e87b-f36e-4d4c-8121-c761c214eadc,Painting,Wall Painting,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,79ec088e-32c1-4b7a-a8b4-ce2d06be1eb5,Electrical,Cove Light above Vanity Mirror Fused,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,7a51b517-4cfd-49d1-a049-acc81c3e2499,F&B Service,Ice Machine for Repair,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,7c3625e0-f35b-4b71-b2cc-f185664b54e1,Cabin Crew,Cubical Floor Dirty to Clean,00:20,No,Urgent,CABINCREW,Active,,
06 Mar 2025,7c534be1-a98f-41ad-a0dc-cea4e0879ec7,Plumbing & Sanitary,Toilet Bowl Clogged,00:40,No,Urgent,FIX-IT,Active,,
06 Mar 2025,7dc7fd34-c5cd-4892-827a-c9779d027705,F&B Service,Tiles for Replacement,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,7e49d187-6f5c-4088-9b5c-942e7f167042,Kitchen,Kitchen Hand Wash Basin ,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,7fc9b266-4be1-40cc-81da-10e3ad11230a,Cabin Crew,L9 Office to clean,00:30,No,Urgent,CABINCREW,Active,,
06 Mar 2025,7fe3324e-2621-4cf0-94ca-a64b1b0b8deb,Door,Door Latch Stuck - Cannot open from Oustide,00:10,No,Urgent,FIX-IT,Active,,
06 Mar 2025,80e8b35d-76b2-4ca8-b085-dffa9f1ce15b,Building,Blinds Horizontal Bar Drop,00:30,No,Medium,FIX-IT,Active,,
06 Mar 2025,81e5df03-a939-4f0c-b332-8263c2357009,Pipe,Hosereel burst,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,82177980-85c6-4ae9-8c3f-8ebf1056b725,Cabin Crew,Pool Furniture to Clean,00:30,No,Urgent,CABINCREW,Active,,room service and chinese leave out
06 Mar 2025,830af11c-5cec-4673-981d-8f35a54fdc04,Carpentry & Furniture,Techno / TV Wall Panel - Woodworm Infestation,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,836a5fe5-0f12-4d38-898e-994de7034e3d,Pool/Jacuzzi/Pond/Steam Room,Pool Greenish,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,83db9df4-27c3-4f55-b542-51c0f7c3e217,Building,Wall Leaking,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,8404efa7-f778-4a79-994d-e0079f32b330,Building,Blinds Horizontal Bar Loose,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,85a44ad1-38e5-4005-bf61-2f827ad9d3fd,Cabin Crew,2nd Floor Guest Lift Lobby to Clean,00:20,No,Urgent,CABINCREW,Active,,
06 Mar 2025,8660e807-1aab-4a4b-9b59-a97a5cf0eead,Cabin Crew,Laundry Pick-up,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,86939a88-784e-4619-9966-12d7b29d8bb8,Mission Control,White Sugar,00:20,Yes,Urgent,MISSIONCONTROL,Active,,
06 Mar 2025,86e6c520-1820-45a5-a7ec-6c99dbb470f7,Toilet & Room,Toilet Flushes Non-stop,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,8782e965-613f-48de-b719-038fafd00911,Electrical,Shaving Socket Outlet not Working,00:15,No,Urgent,FIX-IT,Active,,
06 Mar 2025,88183d6e-d40c-40d4-ba9f-5439446e1bd9,Building,Window low part to silicone,00:40,No,Urgent,FIX-IT,Active,,
06 Mar 2025,8899fd94-86c6-40d7-9cfd-34df7f70d958,Plumbing & Sanitary,Low Water Pressure - Basin Tap,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,892203c8-2d8c-4edb-a8a7-1eb4b46efa97,Toilet & Room,Basin Tap Loose,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,8a76ed09-5731-4041-ba45-2ffb070666ad,Lights,Exit Light Fused,00:15,No,Urgent,FIX-IT,Active,,
06 Mar 2025,8b6684f1-f8f2-4d71-ae28-7cfceeb82137,Cabin Crew,L10 Ashtray Bin to Clear,00:30,No,Urgent,CABINCREW,Active,,
06 Mar 2025,8b9e88f8-d30b-4793-9225-233c9fdc6d1b,Electrical,Techno Wall Socket No Power,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,8c4dbadd-b824-4be4-b81c-f7b82f4fc5cf,Plumbing & Sanitary,Shower hose broken,00:15,No,Urgent,FIX-IT,Active,,
06 Mar 2025,8ffcae17-29b4-40d6-aafa-9a2e11f73e3c,Building,Bathroom ceiling touch up,00:40,No,Urgent,FIX-IT,Active,,
06 Mar 2025,92717c90-4b00-4f33-a5af-9ca38f8dcda6,TV & Audio,TV Remote Control Not Working,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,9332a260-b827-45e5-9ddf-84734eb7dab7,Lights,Ceiling Light Fused,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,96d3e1e6-f118-4ec2-babb-d543c5e463d1,Plumbing & Sanitary,Low water pressure - Handheld shower head,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,9727d336-a75b-415c-93b7-e6ef392d03b1,Electrical,Vacuum Cleaner to Fix,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,977b899f-5af7-4113-9e7a-5ad9221b27ae,Furnitures,Drawer Alignment,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,985ee42d-a37a-46ee-ad5e-0032ce735bbc,Cabin Crew,L2 Walkway side glass Panel to Clean,00:20,No,Urgent,CABINCREW,Active,,
06 Mar 2025,994e5abc-4b6b-4586-836f-fdf5a0f64f9d,Cabin Crew,Coffee Mugs,00:20,No,Urgent,CABINCREW,Active,,
06 Mar 2025,99fbd2b2-32e0-4987-a751-bc7b09ab70c5,Lights,Cove Light Fused,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,9b8ae22a-0030-47c1-9a16-41ee097a4038,Telephone,Telephone For Replacement,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,9bfceb9b-f2f4-42e9-9988-bfc59b32d60d,Mission Control,Sanitary Bag,00:20,Yes,Urgent,MISSIONCONTROL,Active,,
06 Mar 2025,9e44f4c5-b0fe-4e09-b7dc-06809f227937,Cabin Crew,Room Cleaning,00:30,No,Urgent,CABINCREW,Active,,
06 Mar 2025,9ee5e793-c5e7-4972-87c0-d6c9a2d059d7,Building,Bedroom floor gap,00:40,No,Medium,FIX-IT,Active,,
06 Mar 2025,9f1d0ccc-5ad5-4095-b331-2b03ca2e5b25,Cabin Crew,Vacuuming,00:20,No,Urgent,CABINCREW,Active,,
06 Mar 2025,9f486a54-283a-4652-9bcb-191a903813d4,Cabin Crew,Guest Lift Door to Polish,00:30,No,Urgent,CABINCREW,Active,,
06 Mar 2025,9f782513-7d16-4338-97e0-cfd94774e973,Building,Wooden Skirting,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,9ffb4439-b998-4340-a70f-cf952c3455ff,Mission Control,Disposable Cutlery,00:20,Yes,Urgent,MISSIONCONTROL,Active,,
06 Mar 2025,a115f9f2-b83a-413f-9fb3-9f6064ed2bac,Cabin Crew,Body Balm,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,a170fcf4-f7e5-43fd-be5a-0c59acd6878f,Door,Door Handle Loose,00:30,No,Urgent,FIX-IT,Active,,
